TRX_ID,JRSTORE,JRREGNUM,JRDATE,JRTIME,JRCASHIER,JRCUST
36955810,651271,002,2015-02-28 00:00:00.000000000,17:39,07222,711300
36955812,651271,002,2015-02-28 00:00:00.000000000,18:30,07222,2015603
36955815,651271,002,2015-02-28 00:00:00.000000000,18:55,07222,2044311
36955818,651271,002,2015-02-28 00:00:00.000000000,20:12,07222,1961541
36955857,65127,001,2015-02-28 00:00:00.000000000,18:41,07222,260638
36955860,65138,001,2015-02-28 00:00:00.000000000,21:11,01299,0
36955974,65127,001,2015-02-28 00:00:00.000000000,20:10,07222,0
36955983,651271,002,2015-02-28 00:00:00.000000000,16:28,03706,716949
36955987,651271,002,2015-02-28 00:00:00.000000000,18:00,07222,2044355
36955990,651271,002,2015-02-28 00:00:00.000000000,18:37,07222,0
